Count: 9096 Words
Lemma	Form	Analysis
ciwan	ciwan-tir-ane-ş-yan-im	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[COP1S]
ciwan	ciwan-tir-ane-ş-yan-ît	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[COP2S]
ciwan	ciwan-tir-ane-ş-yan-e	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[COP3S]
ciwan	ciwan-tir-ane-ş-yan-în	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[COP1P]
ciwan	ciwan-tir-ane-ş-yan-in	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[COP2P]
ciwan	ciwan-tir-ane-ş-yan-in	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[COP3P]
ciwan	ciwan-tir-ane-ş-yan-da	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[DA]
ciwan	ciwan-tir-ane-ş-yan-da-m	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[DA];[COP1S]
ciwan	ciwan-tir-ane-ş-yan-da-yt	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[DA];[COP2S]
ciwan	ciwan-tir-ane-ş-yan-da-ye	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[DA];[COP3S]
ciwan	ciwan-tir-ane-ş-yan-da-yn	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[DA];[COP1P]
ciwan	ciwan-tir-ane-ş-yan-da-n	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[DA];[COP2P]
ciwan	ciwan-tir-ane-ş-yan-da-n	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[DA];[COP3P]
ciwan	ciwan-tir-ane-ş-yan-ewe	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[EWE]
ciwan	ciwan-tir-ane-ş-yan-ewe-m	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[EWE];[COP1S]
ciwan	ciwan-tir-ane-ş-yan-ewe-yt	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[EWE];[COP2S]
ciwan	ciwan-tir-ane-ş-yan-ewe-ye	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[EWE];[COP3S]
ciwan	ciwan-tir-ane-ş-yan-ewe-yn	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[EWE];[COP1P]
ciwan	ciwan-tir-ane-ş-yan-ewe-n	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[EWE];[COP2P]
ciwan	ciwan-tir-ane-ş-yan-ewe-n	ADJ;CMPR;PL;[DEM];[ÎŞ];PSS3P;[EWE];[COP3P]
ciwan	ciwan-tirîn-im	ADJ;SPRL;[COP1S]
ciwan	ciwan-tirîn-ît	ADJ;SPRL;[COP2S]
ciwan	ciwan-tirîn-e	ADJ;SPRL;[COP3S]
ciwan	ciwan-tirîn-în	ADJ;SPRL;[COP1P]
ciwan	ciwan-tirîn-in	ADJ;SPRL;[COP2P]
ciwan	ciwan-tirîn-in	ADJ;SPRL;[COP3P]
ciwan	ciwan-tirîn-da	ADJ;SPRL;[DA]
ciwan	ciwan-tirîn-da-m	ADJ;SPRL;[DA];[COP1S]
ciwan	ciwan-tirîn-da-yt	ADJ;SPRL;[DA];[COP2S]
ciwan	ciwan-tirîn-da-ye	ADJ;SPRL;[DA];[COP3S]
ciwan	ciwan-tirîn-da-yn	ADJ;SPRL;[DA];[COP1P]
ciwan	ciwan-tirîn-da-n	ADJ;SPRL;[DA];[COP2P]
ciwan	ciwan-tirîn-da-n	ADJ;SPRL;[DA];[COP3P]
ciwan	ciwan-tirîn-ewe	ADJ;SPRL;[EWE]
ciwan	ciwan-tirîn-ewe-m	ADJ;SPRL;[EWE];[COP1S]
ciwan	ciwan-tirîn-ewe-yt	ADJ;SPRL;[EWE];[COP2S]
ciwan	ciwan-tirîn-ewe-ye	ADJ;SPRL;[EWE];[COP3S]
ciwan	ciwan-tirîn-ewe-yn	ADJ;SPRL;[EWE];[COP1P]
ciwan	ciwan-tirîn-ewe-n	ADJ;SPRL;[EWE];[COP2P]
ciwan	ciwan-tirîn-ewe-n	ADJ;SPRL;[EWE];[COP3P]
ciwan	ciwan-tirîn-im	ADJ;SPRL;PSS1S
ciwan	ciwan-tirîn-im-im	ADJ;SPRL;PSS1S;[COP1S]
ciwan	ciwan-tirîn-im-ît	ADJ;SPRL;PSS1S;[COP2S]
ciwan	ciwan-tirîn-im-e	ADJ;SPRL;PSS1S;[COP3S]
ciwan	ciwan-tirîn-im-în	ADJ;SPRL;PSS1S;[COP1P]
ciwan	ciwan-tirîn-im-in	ADJ;SPRL;PSS1S;[COP2P]
ciwan	ciwan-tirîn-im-in	ADJ;SPRL;PSS1S;[COP3P]
ciwan	ciwan-tirîn-im-da	ADJ;SPRL;PSS1S;[DA]
ciwan	ciwan-tirîn-im-da-m	ADJ;SPRL;PSS1S;[DA];[COP1S]
ciwan	ciwan-tirîn-im-da-yt	ADJ;SPRL;PSS1S;[DA];[COP2S]
ciwan	ciwan-tirîn-im-da-ye	ADJ;SPRL;PSS1S;[DA];[COP3S]
ciwan	ciwan-tirîn-im-da-yn	ADJ;SPRL;PSS1S;[DA];[COP1P]
ciwan	ciwan-tirîn-im-da-n	ADJ;SPRL;PSS1S;[DA];[COP2P]
ciwan	ciwan-tirîn-im-da-n	ADJ;SPRL;PSS1S;[DA];[COP3P]
ciwan	ciwan-tirîn-im-ewe	ADJ;SPRL;PSS1S;[EWE]
ciwan	ciwan-tirîn-im-ewe-m	ADJ;SPRL;PSS1S;[EWE];[COP1S]
ciwan	ciwan-tirîn-im-ewe-yt	ADJ;SPRL;PSS1S;[EWE];[COP2S]
ciwan	ciwan-tirîn-im-ewe-ye	ADJ;SPRL;PSS1S;[EWE];[COP3S]
ciwan	ciwan-tirîn-im-ewe-yn	ADJ;SPRL;PSS1S;[EWE];[COP1P]
ciwan	ciwan-tirîn-im-ewe-n	ADJ;SPRL;PSS1S;[EWE];[COP2P]
ciwan	ciwan-tirîn-im-ewe-n	ADJ;SPRL;PSS1S;[EWE];[COP3P]
ciwan	ciwan-tirîn-it	ADJ;SPRL;PSS2S
ciwan	ciwan-tirîn-it-im	ADJ;SPRL;PSS2S;[COP1S]
ciwan	ciwan-tirîn-it-ît	ADJ;SPRL;PSS2S;[COP2S]
ciwan	ciwan-tirîn-it-e	ADJ;SPRL;PSS2S;[COP3S]
ciwan	ciwan-tirîn-it-în	ADJ;SPRL;PSS2S;[COP1P]
ciwan	ciwan-tirîn-it-in	ADJ;SPRL;PSS2S;[COP2P]
ciwan	ciwan-tirîn-it-in	ADJ;SPRL;PSS2S;[COP3P]
ciwan	ciwan-tirîn-it-da	ADJ;SPRL;PSS2S;[DA]
ciwan	ciwan-tirîn-it-da-m	ADJ;SPRL;PSS2S;[DA];[COP1S]
ciwan	ciwan-tirîn-it-da-yt	ADJ;SPRL;PSS2S;[DA];[COP2S]
ciwan	ciwan-tirîn-it-da-ye	ADJ;SPRL;PSS2S;[DA];[COP3S]
ciwan	ciwan-tirîn-it-da-yn	ADJ;SPRL;PSS2S;[DA];[COP1P]
ciwan	ciwan-tirîn-it-da-n	ADJ;SPRL;PSS2S;[DA];[COP2P]
ciwan	ciwan-tirîn-it-da-n	ADJ;SPRL;PSS2S;[DA];[COP3P]
ciwan	ciwan-tirîn-it-ewe	ADJ;SPRL;PSS2S;[EWE]
ciwan	ciwan-tirîn-it-ewe-m	ADJ;SPRL;PSS2S;[EWE];[COP1S]
ciwan	ciwan-tirîn-it-ewe-yt	ADJ;SPRL;PSS2S;[EWE];[COP2S]
ciwan	ciwan-tirîn-it-ewe-ye	ADJ;SPRL;PSS2S;[EWE];[COP3S]
ciwan	ciwan-tirîn-it-ewe-yn	ADJ;SPRL;PSS2S;[EWE];[COP1P]
ciwan	ciwan-tirîn-it-ewe-n	ADJ;SPRL;PSS2S;[EWE];[COP2P]
ciwan	ciwan-tirîn-it-ewe-n	ADJ;SPRL;PSS2S;[EWE];[COP3P]
ciwan	ciwan-tirîn-î	ADJ;SPRL;PSS3S
ciwan	ciwan-tirîn-y-im	ADJ;SPRL;PSS3S;[COP1S]
ciwan	ciwan-tirîn-y-ît	ADJ;SPRL;PSS3S;[COP2S]
ciwan	ciwan-tirîn-ye-tî	ADJ;SPRL;PSS3S;[COP3S]
ciwan	ciwan-tirîn-y-în	ADJ;SPRL;PSS3S;[COP1P]
ciwan	ciwan-tirîn-y-in	ADJ;SPRL;PSS3S;[COP2P]
ciwan	ciwan-tirîn-y-in	ADJ;SPRL;PSS3S;[COP3P]
ciwan	ciwan-tirîn-î-da	ADJ;SPRL;PSS3S;[DA]
ciwan	ciwan-tirîn-î-da-m	ADJ;SPRL;PSS3S;[DA];[COP1S]
ciwan	ciwan-tirîn-î-da-yt	ADJ;SPRL;PSS3S;[DA];[COP2S]
ciwan	ciwan-tirîn-î-da-ye	ADJ;SPRL;PSS3S;[DA];[COP3S]
ciwan	ciwan-tirîn-î-da-yn	ADJ;SPRL;PSS3S;[DA];[COP1P]
ciwan	ciwan-tirîn-î-da-n	ADJ;SPRL;PSS3S;[DA];[COP2P]
ciwan	ciwan-tirîn-î-da-n	ADJ;SPRL;PSS3S;[DA];[COP3P]
ciwan	ciwan-tirîn-î-yewe	ADJ;SPRL;PSS3S;[EWE]
ciwan	ciwan-tirîn-î-yewe-m	ADJ;SPRL;PSS3S;[EWE];[COP1S]
ciwan	ciwan-tirîn-î-yewe-yt	ADJ;SPRL;PSS3S;[EWE];[COP2S]
ciwan	ciwan-tirîn-î-yewe-ye	ADJ;SPRL;PSS3S;[EWE];[COP3S]
ciwan	ciwan-tirîn-î-yewe-yn	ADJ;SPRL;PSS3S;[EWE];[COP1P]
ciwan	ciwan-tirîn-î-yewe-n	ADJ;SPRL;PSS3S;[EWE];[COP2P]
ciwan	ciwan-tirîn-î-yewe-n	ADJ;SPRL;PSS3S;[EWE];[COP3P]
ciwan	ciwan-tirîn-man	ADJ;SPRL;PSS1P
ciwan	ciwan-tirîn-man-im	ADJ;SPRL;PSS1P;[COP1S]
ciwan	ciwan-tirîn-man-ît	ADJ;SPRL;PSS1P;[COP2S]
ciwan	ciwan-tirîn-man-e	ADJ;SPRL;PSS1P;[COP3S]
ciwan	ciwan-tirîn-man-în	ADJ;SPRL;PSS1P;[COP1P]
ciwan	ciwan-tirîn-man-in	ADJ;SPRL;PSS1P;[COP2P]
ciwan	ciwan-tirîn-man-in	ADJ;SPRL;PSS1P;[COP3P]
ciwan	ciwan-tirîn-man-da	ADJ;SPRL;PSS1P;[DA]
ciwan	ciwan-tirîn-man-da-m	ADJ;SPRL;PSS1P;[DA];[COP1S]
ciwan	ciwan-tirîn-man-da-yt	ADJ;SPRL;PSS1P;[DA];[COP2S]
ciwan	ciwan-tirîn-man-da-ye	ADJ;SPRL;PSS1P;[DA];[COP3S]
ciwan	ciwan-tirîn-man-da-yn	ADJ;SPRL;PSS1P;[DA];[COP1P]
ciwan	ciwan-tirîn-man-da-n	ADJ;SPRL;PSS1P;[DA];[COP2P]
ciwan	ciwan-tirîn-man-da-n	ADJ;SPRL;PSS1P;[DA];[COP3P]
ciwan	ciwan-tirîn-man-ewe	ADJ;SPRL;PSS1P;[EWE]
ciwan	ciwan-tirîn-man-ewe-m	ADJ;SPRL;PSS1P;[EWE];[COP1S]
ciwan	ciwan-tirîn-man-ewe-yt	ADJ;SPRL;PSS1P;[EWE];[COP2S]
ciwan	ciwan-tirîn-man-ewe-ye	ADJ;SPRL;PSS1P;[EWE];[COP3S]
ciwan	ciwan-tirîn-man-ewe-yn	ADJ;SPRL;PSS1P;[EWE];[COP1P]
ciwan	ciwan-tirîn-man-ewe-n	ADJ;SPRL;PSS1P;[EWE];[COP2P]
ciwan	ciwan-tirîn-man-ewe-n	ADJ;SPRL;PSS1P;[EWE];[COP3P]
ciwan	ciwan-tirîn-tan	ADJ;SPRL;PSS2P
ciwan	ciwan-tirîn-tan-im	ADJ;SPRL;PSS2P;[COP1S]
ciwan	ciwan-tirîn-tan-ît	ADJ;SPRL;PSS2P;[COP2S]
ciwan	ciwan-tirîn-tan-e	ADJ;SPRL;PSS2P;[COP3S]
ciwan	ciwan-tirîn-tan-în	ADJ;SPRL;PSS2P;[COP1P]
ciwan	ciwan-tirîn-tan-in	ADJ;SPRL;PSS2P;[COP2P]
ciwan	ciwan-tirîn-tan-in	ADJ;SPRL;PSS2P;[COP3P]
ciwan	ciwan-tirîn-tan-da	ADJ;SPRL;PSS2P;[DA]
ciwan	ciwan-tirîn-tan-da-m	ADJ;SPRL;PSS2P;[DA];[COP1S]
ciwan	ciwan-tirîn-tan-da-yt	ADJ;SPRL;PSS2P;[DA];[COP2S]
ciwan	ciwan-tirîn-tan-da-ye	ADJ;SPRL;PSS2P;[DA];[COP3S]
ciwan	ciwan-tirîn-tan-da-yn	ADJ;SPRL;PSS2P;[DA];[COP1P]
ciwan	ciwan-tirîn-tan-da-n	ADJ;SPRL;PSS2P;[DA];[COP2P]
ciwan	ciwan-tirîn-tan-da-n	ADJ;SPRL;PSS2P;[DA];[COP3P]
ciwan	ciwan-tirîn-tan-ewe	ADJ;SPRL;PSS2P;[EWE]
ciwan	ciwan-tirîn-tan-ewe-m	ADJ;SPRL;PSS2P;[EWE];[COP1S]
ciwan	ciwan-tirîn-tan-ewe-yt	ADJ;SPRL;PSS2P;[EWE];[COP2S]
ciwan	ciwan-tirîn-tan-ewe-ye	ADJ;SPRL;PSS2P;[EWE];[COP3S]
ciwan	ciwan-tirîn-tan-ewe-yn	ADJ;SPRL;PSS2P;[EWE];[COP1P]
ciwan	ciwan-tirîn-tan-ewe-n	ADJ;SPRL;PSS2P;[EWE];[COP2P]
ciwan	ciwan-tirîn-tan-ewe-n	ADJ;SPRL;PSS2P;[EWE];[COP3P]
ciwan	ciwan-tirîn-yan	ADJ;SPRL;PSS3P
ciwan	ciwan-tirîn-yan-im	ADJ;SPRL;PSS3P;[COP1S]
ciwan	ciwan-tirîn-yan-ît	ADJ;SPRL;PSS3P;[COP2S]
ciwan	ciwan-tirîn-yan-e	ADJ;SPRL;PSS3P;[COP3S]
ciwan	ciwan-tirîn-yan-în	ADJ;SPRL;PSS3P;[COP1P]
ciwan	ciwan-tirîn-yan-in	ADJ;SPRL;PSS3P;[COP2P]
ciwan	ciwan-tirîn-yan-in	ADJ;SPRL;PSS3P;[COP3P]
ciwan	ciwan-tirîn-yan-da	ADJ;SPRL;PSS3P;[DA]
ciwan	ciwan-tirîn-yan-da-m	ADJ;SPRL;PSS3P;[DA];[COP1S]
ciwan	ciwan-tirîn-yan-da-yt	ADJ;SPRL;PSS3P;[DA];[COP2S]
ciwan	ciwan-tirîn-yan-da-ye	ADJ;SPRL;PSS3P;[DA];[COP3S]
ciwan	ciwan-tirîn-yan-da-yn	ADJ;SPRL;PSS3P;[DA];[COP1P]
ciwan	ciwan-tirîn-yan-da-n	ADJ;SPRL;PSS3P;[DA];[COP2P]
ciwan	ciwan-tirîn-yan-da-n	ADJ;SPRL;PSS3P;[DA];[COP3P]
ciwan	ciwan-tirîn-yan-ewe	ADJ;SPRL;PSS3P;[EWE]
ciwan	ciwan-tirîn-yan-ewe-m	ADJ;SPRL;PSS3P;[EWE];[COP1S]
ciwan	ciwan-tirîn-yan-ewe-yt	ADJ;SPRL;PSS3P;[EWE];[COP2S]
ciwan	ciwan-tirîn-yan-ewe-ye	ADJ;SPRL;PSS3P;[EWE];[COP3S]
ciwan	ciwan-tirîn-yan-ewe-yn	ADJ;SPRL;PSS3P;[EWE];[COP1P]
ciwan	ciwan-tirîn-yan-ewe-n	ADJ;SPRL;PSS3P;[EWE];[COP2P]
ciwan	ciwan-tirîn-yan-ewe-n	ADJ;SPRL;PSS3P;[EWE];[COP3P]
ciwan	ciwan-tirîn-îş	ADJ;SPRL;[ÎŞ]
ciwan	ciwan-tirîn-îş-im	ADJ;SPRL;[ÎŞ];[COP1S]
ciwan	ciwan-tirîn-îş-ît	ADJ;SPRL;[ÎŞ];[COP2S]
ciwan	ciwan-tirîn-îş-e	ADJ;SPRL;[ÎŞ];[COP3S]
ciwan	ciwan-tirîn-îş-în	ADJ;SPRL;[ÎŞ];[COP1P]
ciwan	ciwan-tirîn-îş-in	ADJ;SPRL;[ÎŞ];[COP2P]
ciwan	ciwan-tirîn-îş-in	ADJ;SPRL;[ÎŞ];[COP3P]
ciwan	ciwan-tirîn-îş-da	ADJ;SPRL;[ÎŞ];[DA]
ciwan	ciwan-tirîn-îş-da-m	ADJ;SPRL;[ÎŞ];[DA];[COP1S]
ciwan	ciwan-tirîn-îş-da-yt	ADJ;SPRL;[ÎŞ];[DA];[COP2S]
ciwan	ciwan-tirîn-îş-da-ye	ADJ;SPRL;[ÎŞ];[DA];[COP3S]
ciwan	ciwan-tirîn-îş-da-yn	ADJ;SPRL;[ÎŞ];[DA];[COP1P]
ciwan	ciwan-tirîn-îş-da-n	ADJ;SPRL;[ÎŞ];[DA];[COP2P]
ciwan	ciwan-tirîn-îş-da-n	ADJ;SPRL;[ÎŞ];[DA];[COP3P]
ciwan	ciwan-tirîn-îş-ewe	ADJ;SPRL;[ÎŞ];[EWE]
ciwan	ciwan-tirîn-îş-ewe-m	ADJ;SPRL;[ÎŞ];[EWE];[COP1S]
ciwan	ciwan-tirîn-îş-ewe-yt	ADJ;SPRL;[ÎŞ];[EWE];[COP2S]
ciwan	ciwan-tirîn-îş-ewe-ye	ADJ;SPRL;[ÎŞ];[EWE];[COP3S]
ciwan	ciwan-tirîn-îş-ewe-yn	ADJ;SPRL;[ÎŞ];[EWE];[COP1P]
ciwan	ciwan-tirîn-îş-ewe-n	ADJ;SPRL;[ÎŞ];[EWE];[COP2P]
ciwan	ciwan-tirîn-îş-ewe-n	ADJ;SPRL;[ÎŞ];[EWE];[COP3P]
ciwan	ciwan-tirîn-îş-im	ADJ;SPRL;[ÎŞ];PSS1S
ciwan	ciwan-tirîn-îş-im-im	ADJ;SPRL;[ÎŞ];PSS1S;[COP1S]
ciwan	ciwan-tirîn-îş-im-ît	ADJ;SPRL;[ÎŞ];PSS1S;[COP2S]
ciwan	ciwan-tirîn-îş-im-e	ADJ;SPRL;[ÎŞ];PSS1S;[COP3S]
ciwan	ciwan-tirîn-îş-im-în	ADJ;SPRL;[ÎŞ];PSS1S;[COP1P]
ciwan	ciwan-tirîn-îş-im-in	ADJ;SPRL;[ÎŞ];PSS1S;[COP2P]
ciwan	ciwan-tirîn-îş-im-in	ADJ;SPRL;[ÎŞ];PSS1S;[COP3P]
ciwan	ciwan-tirîn-îş-im-da	ADJ;SPRL;[ÎŞ];PSS1S;[DA]
ciwan	ciwan-tirîn-îş-im-da-m	ADJ;SPRL;[ÎŞ];PSS1S;[DA];[COP1S]
ciwan	ciwan-tirîn-îş-im-da-yt	ADJ;SPRL;[ÎŞ];PSS1S;[DA];[COP2S]
ciwan	ciwan-tirîn-îş-im-da-ye	ADJ;SPRL;[ÎŞ];PSS1S;[DA];[COP3S]
ciwan	ciwan-tirîn-îş-im-da-yn	ADJ;SPRL;[ÎŞ];PSS1S;[DA];[COP1P]
ciwan	ciwan-tirîn-îş-im-da-n	ADJ;SPRL;[ÎŞ];PSS1S;[DA];[COP2P]
ciwan	ciwan-tirîn-îş-im-da-n	ADJ;SPRL;[ÎŞ];PSS1S;[DA];[COP3P]
ciwan	ciwan-tirîn-îş-im-ewe	ADJ;SPRL;[ÎŞ];PSS1S;[EWE]
ciwan	ciwan-tirîn-îş-im-ewe-m	ADJ;SPRL;[ÎŞ];PSS1S;[EWE];[COP1S]
ciwan	ciwan-tirîn-îş-im-ewe-yt	ADJ;SPRL;[ÎŞ];PSS1S;[EWE];[COP2S]
ciwan	ciwan-tirîn-îş-im-ewe-ye	ADJ;SPRL;[ÎŞ];PSS1S;[EWE];[COP3S]
ciwan	ciwan-tirîn-îş-im-ewe-yn	ADJ;SPRL;[ÎŞ];PSS1S;[EWE];[COP1P]
ciwan	ciwan-tirîn-îş-im-ewe-n	ADJ;SPRL;[ÎŞ];PSS1S;[EWE];[COP2P]
ciwan	ciwan-tirîn-îş-im-ewe-n	ADJ;SPRL;[ÎŞ];PSS1S;[EWE];[COP3P]
ciwan	ciwan-tirîn-îş-it	ADJ;SPRL;[ÎŞ];PSS2S
ciwan	ciwan-tirîn-îş-it-im	ADJ;SPRL;[ÎŞ];PSS2S;[COP1S]
ciwan	ciwan-tirîn-îş-it-ît	ADJ;SPRL;[ÎŞ];PSS2S;[COP2S]
ciwan	ciwan-tirîn-îş-it-e	ADJ;SPRL;[ÎŞ];PSS2S;[COP3S]
ciwan	ciwan-tirîn-îş-it-în	ADJ;SPRL;[ÎŞ];PSS2S;[COP1P]
ciwan	ciwan-tirîn-îş-it-in	ADJ;SPRL;[ÎŞ];PSS2S;[COP2P]
ciwan	ciwan-tirîn-îş-it-in	ADJ;SPRL;[ÎŞ];PSS2S;[COP3P]
ciwan	ciwan-tirîn-îş-it-da	ADJ;SPRL;[ÎŞ];PSS2S;[DA]
ciwan	ciwan-tirîn-îş-it-da-m	ADJ;SPRL;[ÎŞ];PSS2S;[DA];[COP1S]
ciwan	ciwan-tirîn-îş-it-da-yt	ADJ;SPRL;[ÎŞ];PSS2S;[DA];[COP2S]
ciwan	ciwan-tirîn-îş-it-da-ye	ADJ;SPRL;[ÎŞ];PSS2S;[DA];[COP3S]
ciwan	ciwan-tirîn-îş-it-da-yn	ADJ;SPRL;[ÎŞ];PSS2S;[DA];[COP1P]
ciwan	ciwan-tirîn-îş-it-da-n	ADJ;SPRL;[ÎŞ];PSS2S;[DA];[COP2P]
ciwan	ciwan-tirîn-îş-it-da-n	ADJ;SPRL;[ÎŞ];PSS2S;[DA];[COP3P]
ciwan	ciwan-tirîn-îş-it-ewe	ADJ;SPRL;[ÎŞ];PSS2S;[EWE]
ciwan	ciwan-tirîn-îş-it-ewe-m	ADJ;SPRL;[ÎŞ];PSS2S;[EWE];[COP1S]
ciwan	ciwan-tirîn-îş-it-ewe-yt	ADJ;SPRL;[ÎŞ];PSS2S;[EWE];[COP2S]
ciwan	ciwan-tirîn-îş-it-ewe-ye	ADJ;SPRL;[ÎŞ];PSS2S;[EWE];[COP3S]
ciwan	ciwan-tirîn-îş-it-ewe-yn	ADJ;SPRL;[ÎŞ];PSS2S;[EWE];[COP1P]
ciwan	ciwan-tirîn-îş-it-ewe-n	ADJ;SPRL;[ÎŞ];PSS2S;[EWE];[COP2P]
ciwan	ciwan-tirîn-îş-it-ewe-n	ADJ;SPRL;[ÎŞ];PSS2S;[EWE];[COP3P]
ciwan	ciwan-tirîn-îş-î	ADJ;SPRL;[ÎŞ];PSS3S
ciwan	ciwan-tirîn-îş-y-im	ADJ;SPRL;[ÎŞ];PSS3S;[COP1S]
ciwan	ciwan-tirîn-îş-y-ît	ADJ;SPRL;[ÎŞ];PSS3S;[COP2S]
ciwan	ciwan-tirîn-îş-ye-tî	ADJ;SPRL;[ÎŞ];PSS3S;[COP3S]
ciwan	ciwan-tirîn-îş-y-în	ADJ;SPRL;[ÎŞ];PSS3S;[COP1P]
ciwan	ciwan-tirîn-îş-y-in	ADJ;SPRL;[ÎŞ];PSS3S;[COP2P]
ciwan	ciwan-tirîn-îş-y-in	ADJ;SPRL;[ÎŞ];PSS3S;[COP3P]
ciwan	ciwan-tirîn-îş-î-da	ADJ;SPRL;[ÎŞ];PSS3S;[DA]
ciwan	ciwan-tirîn-îş-î-da-m	ADJ;SPRL;[ÎŞ];PSS3S;[DA];[COP1S]
ciwan	ciwan-tirîn-îş-î-da-yt	ADJ;SPRL;[ÎŞ];PSS3S;[DA];[COP2S]
ciwan	ciwan-tirîn-îş-î-da-ye	ADJ;SPRL;[ÎŞ];PSS3S;[DA];[COP3S]
ciwan	ciwan-tirîn-îş-î-da-yn	ADJ;SPRL;[ÎŞ];PSS3S;[DA];[COP1P]
ciwan	ciwan-tirîn-îş-î-da-n	ADJ;SPRL;[ÎŞ];PSS3S;[DA];[COP2P]
ciwan	ciwan-tirîn-îş-î-da-n	ADJ;SPRL;[ÎŞ];PSS3S;[DA];[COP3P]
ciwan	ciwan-tirîn-îş-î-yewe	ADJ;SPRL;[ÎŞ];PSS3S;[EWE]
ciwan	ciwan-tirîn-îş-î-yewe-m	ADJ;SPRL;[ÎŞ];PSS3S;[EWE];[COP1S]
ciwan	ciwan-tirîn-îş-î-yewe-yt	ADJ;SPRL;[ÎŞ];PSS3S;[EWE];[COP2S]
ciwan	ciwan-tirîn-îş-î-yewe-ye	ADJ;SPRL;[ÎŞ];PSS3S;[EWE];[COP3S]
ciwan	ciwan-tirîn-îş-î-yewe-yn	ADJ;SPRL;[ÎŞ];PSS3S;[EWE];[COP1P]
ciwan	ciwan-tirîn-îş-î-yewe-n	ADJ;SPRL;[ÎŞ];PSS3S;[EWE];[COP2P]
ciwan	ciwan-tirîn-îş-î-yewe-n	ADJ;SPRL;[ÎŞ];PSS3S;[EWE];[COP3P]
ciwan	ciwan-tirîn-îş-man	ADJ;SPRL;[ÎŞ];PSS1P
ciwan	ciwan-tirîn-îş-man-im	ADJ;SPRL;[ÎŞ];PSS1P;[COP1S]
ciwan	ciwan-tirîn-îş-man-ît	ADJ;SPRL;[ÎŞ];PSS1P;[COP2S]
ciwan	ciwan-tirîn-îş-man-e	ADJ;SPRL;[ÎŞ];PSS1P;[COP3S]
ciwan	ciwan-tirîn-îş-man-în	ADJ;SPRL;[ÎŞ];PSS1P;[COP1P]
ciwan	ciwan-tirîn-îş-man-in	ADJ;SPRL;[ÎŞ];PSS1P;[COP2P]
ciwan	ciwan-tirîn-îş-man-in	ADJ;SPRL;[ÎŞ];PSS1P;[COP3P]
ciwan	ciwan-tirîn-îş-man-da	ADJ;SPRL;[ÎŞ];PSS1P;[DA]
ciwan	ciwan-tirîn-îş-man-da-m	ADJ;SPRL;[ÎŞ];PSS1P;[DA];[COP1S]
ciwan	ciwan-tirîn-îş-man-da-yt	ADJ;SPRL;[ÎŞ];PSS1P;[DA];[COP2S]
ciwan	ciwan-tirîn-îş-man-da-ye	ADJ;SPRL;[ÎŞ];PSS1P;[DA];[COP3S]
ciwan	ciwan-tirîn-îş-man-da-yn	ADJ;SPRL;[ÎŞ];PSS1P;[DA];[COP1P]
ciwan	ciwan-tirîn-îş-man-da-n	ADJ;SPRL;[ÎŞ];PSS1P;[DA];[COP2P]
ciwan	ciwan-tirîn-îş-man-da-n	ADJ;SPRL;[ÎŞ];PSS1P;[DA];[COP3P]
ciwan	ciwan-tirîn-îş-man-ewe	ADJ;SPRL;[ÎŞ];PSS1P;[EWE]
ciwan	ciwan-tirîn-îş-man-ewe-m	ADJ;SPRL;[ÎŞ];PSS1P;[EWE];[COP1S]
ciwan	ciwan-tirîn-îş-man-ewe-yt	ADJ;SPRL;[ÎŞ];PSS1P;[EWE];[COP2S]
ciwan	ciwan-tirîn-îş-man-ewe-ye	ADJ;SPRL;[ÎŞ];PSS1P;[EWE];[COP3S]
ciwan	ciwan-tirîn-îş-man-ewe-yn	ADJ;SPRL;[ÎŞ];PSS1P;[EWE];[COP1P]
ciwan	ciwan-tirîn-îş-man-ewe-n	ADJ;SPRL;[ÎŞ];PSS1P;[EWE];[COP2P]
ciwan	ciwan-tirîn-îş-man-ewe-n	ADJ;SPRL;[ÎŞ];PSS1P;[EWE];[COP3P]
ciwan	ciwan-tirîn-îş-tan	ADJ;SPRL;[ÎŞ];PSS2P
ciwan	ciwan-tirîn-îş-tan-im	ADJ;SPRL;[ÎŞ];PSS2P;[COP1S]
